geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
17065,-22.307621604506824,-49.10175457440658,bauru,SP
17066,-22.297464,-49.10776800983909,bauru,SP
17067,-22.30043370863083,-49.09722094079074,bauru,SP
17110,-21.155112617963265,-47.83492798327598,bauru,SP
17120,-22.44881587456814,-48.905136913264016,agudos,SP
17123,-22.45210949696269,-48.993330568333626,domelia,SP
17128,-22.459168787642053,-48.98270810144352,agudos,SP
17132,-22.46764780271769,-48.98338747714546,agudos,SP
17150,-22.575367037920945,-49.401698939865504,paulistânia,SP
17160,-22.025105515101828,-48.90527930321919,arealva,SP
17170,-23.704334452908693,-46.71218969149282,jacuba,SP
17180,-21.885110999999995,-48.99834224999999,iacanga,SP
17190,-21.71818529639698,-49.18321699999996,reginópolis,SP
17201,-22.286554047420367,-48.55046057195687,jaú,SP
17202,-22.295252682237614,-48.55338088037397,jaú,SP
17203,-22.28500839080957,-48.56716616111719,jaú,SP
17204,-22.285550755208,-48.57159520344506,jaú,SP
17205,-22.28542365528881,-48.56406501056031,jaú,SP
17206,-22.25724751317053,-48.55456426002878,jaú,SP
17207,-22.271505180479625,-48.5496050291419,jaú,SP
17208,-22.25808431329286,-48.54681073511512,jaú,SP
17209,-22.26059924039086,-48.533168702752576,jaú,SP
17210,-22.275647727451084,-48.513770208580965,jaú,SP
17211,-22.29608105912053,-48.53436632139767,jaú,SP
17212,-22.30369130142581,-48.54082450735759,jaú,SP
17213,-22.303380458779117,-48.55330829902525,jaú,SP
17214,-22.276278922009357,-48.50505386081136,jaú,SP
17215,-22.26097901610016,-48.54456860199665,jaú,SP
17220,-22.36072813873129,-48.65853195559466,potunduva,SP
17230,-22.22695585031076,-48.71486619288677,itapuí,SP
17240,-22.12998317397469,-48.517396859139815,bocaina,SP
17250,-22.06234277339712,-48.71654947100348,bariri,SP
17260,-21.97959323114473,-48.80082251126633,itaju,SP
17270,-22.19099798512844,-48.77418189601544,boracéia,SP
17280,-22.309005409516967,-48.75696449999998,pederneiras,SP
17285,-22.311514110761017,-48.89054504467095,guaianas,SP
17288,-22.197288042509594,-48.87553297553746,santelmo,SP
17290,-22.49576873821795,-48.70594941154162,macatuba,SP
17300,-22.24457642304296,-48.37025338808469,dois córregos,SP
17310,-22.250351684575868,-48.38464116202757,guarapua,SP
17320,-22.404781835554992,-48.44355739132006,mineiros do tietê,SP
17340,-22.459715974957504,-48.534358598974656,barra bonita,SP
17350,-22.50647531145396,-48.55026675138361,igaraçu do tietê,SP
17360,-22.42130747819531,-48.16339728441464,torrinha,SP
17370,-22.56525093792265,-48.14042368576105,santa maria da serra,SP
17380,-22.265481912982644,-48.1078558813017,brotas,SP
17400,-22.1960277393134,-49.6209926620507,garça,SP
17405,-22.21083065366133,-49.65841736494379,jafa,SP
17410,-22.078837959261303,-49.71420112458247,álvaro de carvalho,SP
17420,-22.40295383634153,-49.80078313850184,lupércio,SP
17430,-22.438069793474867,-49.76128860546239,alvinlândia,SP
17440,-22.523498452461293,-49.6559669532196,ubirajara,SP
17450,-22.288359321995543,-49.5439335,gália,SP
17455,-22.35719353722512,-49.518572838059285,fernão,SP
17470,-22.394180999999943,-49.39358455521658,duartina,SP
17475,-22.42762424542857,-49.51756177396288,lucianópolis,SP
17479,-22.414406224833225,-49.413996777231695,duartina,SP
17480,-22.453719029885825,-49.33319281208307,cabrália paulista,SP
17490,-22.40776410501231,-49.11285758844709,piratininga,SP
17492,-22.415853360577977,-49.14272138231224,piratininga,SP
17495,-22.413305595169145,-49.14401719524475,piratininga,SP
17498,-22.419540490330387,-49.13928907109154,piratininga,SP
17500,-22.209724445467103,-49.93587086938142,marília,SP
17501,-22.21858705744709,-49.93947109316937,marília,SP
17502,-22.214294664723862,-49.95336844740727,marília,SP
17503,-22.20410036151737,-49.952747898951245,marília,SP
17504,-22.19551187560239,-49.9517848709389,marília,SP
17505,-22.193675077990648,-49.96433750805008,marília,SP
17506,-22.19686579212495,-49.95441489160695,marília,SP
17507,-22.18188378934157,-49.95868778701064,marília,SP
17509,-22.19959688926076,-49.93974142437527,marília,SP
17510,-22.19022701583294,-49.92793218872988,marília,SP
17511,-22.16347198473149,-49.94614281864609,marília,SP
17512,-22.144633784349917,-49.94378611459118,marília,SP
17513,-22.19956720765184,-49.93452634860636,marília,SP
17514,-22.174028548815794,-49.91406583219472,marília,SP
17515,-22.19736907137445,-49.930153474098354,marília,SP
17516,-22.215053210658425,-49.91337290798664,marília,SP
17519,-22.178297661665454,-49.92159418789318,marília,SP
17520,-22.23285513774437,-49.92053716839306,marília,SP
17521,-22.216202103902155,-49.91014661157595,marília,SP
17522,-22.22388871230981,-49.92235434693288,marília,SP
17523,-22.21529092771448,-49.92423480751919,marília,SP
17524,-22.23755769525075,-49.92955537589719,marília,SP
17525,-22.229242491257423,-49.96067532092425,marília,SP
17526,-22.228145287264105,-49.97097107937564,marília,SP
17527,-22.21274493588781,-49.96799574577294,marília,SP
17532,-22.22561246203763,-49.963339358985536,marília,SP
17533,-22.154832545346675,-49.93583163523764,marília,SP
17539,-22.219030830415207,-49.88095741805628,marília,SP
17540,-22.43717766583051,-49.91316487512464,ocauçu,SP
17550,-22.006594035465596,-49.78095360875668,júlio mesquita,SP
17560,-22.21517701084243,-49.81160793670523,vera cruz,SP
17570,-22.14633307752716,-50.086178314488734,oriente,SP
17580,-22.088940911051445,-50.14900640202948,pompéia,SP
17590,-21.79672641100905,-50.23606635699963,queiroz,SP
17600,-21.92409331393682,-50.50302026000449,tupã,SP
17601,-21.92152005983213,-50.50636900646182,tupã,SP
17602,-21.921120561087744,-50.48425034798161,tupã,SP
17603,-21.93405150999294,-50.474451883424216,tupã,SP
17604,-21.931863424140776,-50.49710491031952,tupã,SP
17605,-21.925616644886407,-50.50539455097191,tupã,SP
17606,-21.919767098450464,-50.42545874999998,tupã,SP
17607,-21.91406062361851,-50.513047696886815,tupã,SP
17610,-21.921984016702,-50.5027771863224,tupã,SP
17625,-22.082469725416832,-50.5403735591403,tupa,SP
17630,-21.7719927910703,-50.46204257514189,arco-iris,SP
17650,-21.993436093360952,-50.37924719628895,herculândia,SP
17670,-22.0629299839342,-50.29257754430712,quintana,SP
17680,-21.85344557009584,-50.68306087623092,iacri,SP
17690,-21.910561885863345,-50.72000142793578,bastos,SP
17700,-21.722393999999944,-50.86056240590928,osvaldo cruz,SP
17710,-21.878759308338857,-50.95173729764719,sagres,SP
17720,-21.620945973410937,-50.85489885299253,salmourão,SP
17730,-21.772706153270825,-50.7848924187505,parapuã,SP
17740,-21.711951947019426,-50.71312114594186,rinópolis,SP
17760,-21.763732143027,-50.955459937543615,inúbia paulista,SP
17780,-21.637253999999945,-51.00385173180338,lucélia,SP
17790,-21.842480999999943,-51.07598899999997,pracinha,SP
17800,-21.590273999999944,-51.05621582041204,adamantina,SP
17810,-21.791692840499586,-51.17719465340454,mariápolis,SP
17830,-21.548423999999947,-51.162545397712776,flórida paulista,SP
17860,-21.55516296256184,-51.25181657617227,pacaembu,SP
17870,-21.6753410185555,-51.376304734346725,flora rica,SP
17880,-21.56153031730081,-51.34253414954679,irapuru,SP
17890,-21.495246265800304,-51.423455305932514,junqueirópolis,SP
17900,-21.44763175838232,-51.51278134962513,dracena,SP
17905,-24.22055265082876,-46.88145595000704,jamaica,SP
17920,-21.48284516086964,-51.694372856694606,ouro verde,SP
17930,-21.375069537548544,-51.56183689960209,tupi paulista,SP
17940,-21.34795563945422,-51.75103152529844,santa mercedes,SP
17950,-21.321272999999948,-51.64126130902788,nova guataporanga,SP
17960,-21.29585754108149,-51.5624075745689,monte castelo,SP
17970,-21.233558999999943,-51.66326138481578,são joão do pau d'alho,SP
17980,-21.3419549973566,-51.838241259828,panorama,SP
17990,-21.243269999999946,-51.79924249999996,paulicéia,SP
18010,-23.49712517890544,-47.45257100389515,sorocaba,SP
18013,-23.47704678934157,-47.40491561848536,sorocaba,SP
18015,-23.49313032361937,-47.42177023128064,sorocaba,SP
18016,-23.485919392214345,-47.42079876810551,sorocaba,SP
18017,-23.48267449757517,-47.39589971896832,sorocaba,SP
18020,-23.494755174851427,-47.42465525783372,sorocaba,SP
18021,-23.505131608661763,-47.42357945850883,sorocaba,SP
18022,-23.520371510964264,-47.43152874271453,sorocaba,SP
18023,-23.510531622008717,-47.35567458852158,sorocaba,SP
18025,-23.50835432775898,-47.43434322300769,sorocaba,SP
18030,-23.504854418185264,-47.451448211533176,sorocaba,SP
18031,-23.511914884269103,-47.45207127407812,sorocaba,SP
18035,-23.495441525627086,-47.45269166570481,sorocaba,SP
18040,-23.4965670133302,-47.46281124078636,sorocaba,SP
18043,-23.501004380518197,-47.46880631691247,sorocaba,SP
18044,-23.505125521784315,-47.47176645920132,sorocaba,SP
18045,-23.512530397866566,-47.47552048557328,sorocaba,SP
18046,-23.5074375,-47.46449025,sorocaba,SP
18047,-23.4168795,-47.41949925,sorocaba,SP
18048,-23.53056101915858,-47.46283825506376,sorocaba,SP
18050,-23.48751259715697,-47.488917334037794,sorocaba,SP
18051,-23.50166823567226,-47.43647198407359,sorocaba,SP
18052,-23.44843281835518,-47.447437641410346,sorocaba,SP
18053,-23.47858851693297,-47.50062153857696,sorocaba,SP
18054,-23.491391636418687,-47.51809992576025,sorocaba,SP
18055,-23.479235245628715,-47.48108983769397,sorocaba,SP
18056,-23.501935739107847,-47.49818357680194,sorocaba,SP
18057,-23.45856629321664,-47.50741462101101,sorocaba,SP
18060,-23.479048061199386,-47.45922031210684,sorocaba,SP
18061,-23.48944714280679,-47.4776039336661,sorocaba,SP
18065,-23.47541865889549,-47.47271646211553,sorocaba,SP
18066,-23.47618149368113,-47.48114602273087,sorocaba,SP
18070,-23.455381568411365,-47.47188657900131,sorocaba,SP
18071,-23.44442326630415,-47.4864214900477,sorocaba,SP
18072,-23.38754718567147,-47.383695700918125,sorocaba,SP
18073,-23.392829106605845,-47.5191016364624,sorocaba,SP
18074,-23.440653,-47.43621528186051,sorocaba,SP
18075,-23.454075172318294,-47.45575238768037,sorocaba,SP
18076,-23.45782851985108,-47.46291083097696,sorocaba,SP
18077,-23.44846435053957,-47.46320638550984,sorocaba,SP
18078,-23.42267310629583,-47.449429454209664,sorocaba,SP
18079,-23.417194790755467,-47.36784849792805,sorocaba,SP
18080,-23.47465500843405,-47.45213557868314,sorocaba,SP
18081,-23.4694999911132,-47.44273705329214,sorocaba,SP
18084,-23.47591158560804,-47.41709676602804,sorocaba,SP
18085,-23.46053781538038,-47.41633408728147,sorocaba,SP
18086,-23.42392098888592,-47.4169523765399,sorocaba,SP
18087,-23.42739526562401,-47.35049847269872,sorocaba,SP
18090,-23.47299540605342,-47.43840337882462,sorocaba,SP
18095,-23.48208108899743,-47.43935098459233,sorocaba,SP
18103,-23.396553455957967,-47.400336712187645,sorocaba,SP
18104,-23.410401904524207,-47.388163563767385,sorocaba,SP
18105,-23.39093378351319,-47.365732039482864,sorocaba,SP
18108,-23.475418026658403,-47.33096583263922,sorocaba,SP
18110,-23.528698892323405,-47.4451913928839,votorantim,SP
18111,-23.528779850789768,-47.431345311270114,votorantim,SP
18112,-23.526140474013783,-47.41864734940478,votorantim,SP
18113,-23.53241429996388,-47.407914386277135,votorantim,SP
18114,-23.53909162315239,-47.4238455424521,votorantim,SP
18115,-23.545374118241057,-47.44185709227315,votorantim,SP
18116,-23.542232821587245,-47.4425166227244,votorantim,SP
18117,-23.538878288716468,-47.45322944966208,votorantim,SP
18118,-23.47500354427244,-46.85204807301695,votorantim,SP
18119,-23.53795815015292,-47.45878295337295,votorantim,SP
18120,-23.420331516827037,-47.15882433003597,mairinque,SP
18125,-23.464901999999945,-47.24891031083168,alumínio,SP
18130,-23.517491364418035,-47.12156923352583,são roque,SP
18131,-23.52409534072377,-47.118762,são roque,SP
18132,-23.42933658657881,-47.13029138690828,são roque,SP
18133,-23.51189569797908,-47.06594281739394,são roque,SP
18134,-23.52056610574757,-47.12697858173628,são roque,SP
18135,-23.535291798335983,-47.113639715315216,são roque,SP
18136,-23.5382126146774,-47.12821986574576,são roque,SP
18140,-23.52496640383171,-47.03485344202336,são roque,SP
18143,-23.526939271646,-47.065588256607576,são roque,SP
18145,-23.51498355981301,-47.065945487784695,são roque,SP
18147,-23.410363056999557,-47.018182945322295,araçariguama,SP
18150,-23.63147844176716,-47.10876300000001,ibiúna,SP
18155,-23.652167393169123,-47.223470916266606,paruru,SP
18160,-23.57535294492255,-47.56421618606896,salto de pirapora,SP
18170,-23.69816643004776,-47.25349995474718,piedade,SP
18180,-23.957191100951523,-47.499969282362585,tapiraí,SP
18185,-23.781822020467924,-47.70418118264101,pilar do sul,SP
18190,-23.47539504143345,-47.55308589704725,araçoiaba da serra,SP
18195,-23.465183900269352,-47.69571739846501,capela do alto,SP
18200,-23.573334903992784,-48.02927009621432,itapetininga,SP
18201,-23.576448734578342,-48.0284250142103,itapetininga,SP
18202,-23.582759841374667,-48.01422710181645,itapetininga,SP
18203,-23.593411966988945,-48.01563443497586,itapetininga,SP
18204,-23.607760710117823,-48.01382834757349,itapetininga,SP
18205,-23.58433762452971,-48.04454956667207,itapetininga,SP
18206,-23.580307218149837,-48.00732595884988,itapetininga,SP
18207,-23.544002848419197,-47.98127981872516,itapetininga,SP
18208,-23.5867561138729,-48.05636407438237,itapetininga,SP
18209,-23.574609300060068,-48.05179173385723,itapetininga,SP
18210,-23.57519881847356,-48.04465442544805,itapetininga,SP
18211,-23.50679034722626,-48.03698207503563,itapetininga,SP
18212,-23.56512963963338,-48.02544957362088,itapetininga,SP
18213,-23.566705454884435,-47.99742102847325,itapetininga,SP
18214,-23.57392718180537,-47.98062964617348,itapetininga,SP
18215,-23.57675553540261,-47.97877221520693,itapetininga,SP
18216,-22.042863315079195,-47.89293323886167,conceição,SP
18217,-23.596484277466704,-48.31351757917427,rechan,SP
18218,-23.770691863426485,-48.12964897398907,gramadinho,SP
18220,-23.55101293917251,-47.87187199999997,alambari,SP
18225,-23.617617380591174,-47.81363989238647,sarapuí,SP
18230,-23.517837368331502,-46.44115630453018,são miguel arcanjo,SP
18240,-23.47768202131581,-48.30415627258901,sorocaba,SP
18243,28.008978338034268,-15.536867177679133,bom retiro da esperanca,SP
18245,-22.888985903190036,-47.12130916509107,campina do monte alegre,SP
18250,-23.356387513539023,-48.1767466984122,guareí,SP
18255,-23.245857,-48.05441683874875,quadra,SP
18260,-23.17092908561892,-48.06868725000001,porangaba,SP
18265,-23.240738999999948,-48.19348638999662,torre de pedra,SP
18270,-23.341993773963672,-47.83506915487445,tatuí,SP
18271,-23.323236985552008,-47.82255040370229,tatuí,SP
18272,-23.33366788155289,-47.81071136506932,tatuí,SP
18273,-23.344769226364992,-47.789425407711214,tatuí,SP
18274,-23.3610364378071,-47.82830700996663,tatuí,SP
18275,-23.34774924284353,-47.849429494941056,tatuí,SP
18276,-23.342073253326564,-47.85781593864078,tatuí,SP
18277,-23.34509560619884,-47.86007479139711,tatuí,SP
18278,-23.34133777804162,-47.85319518511137,tatuí,SP
18279,-23.308802029032726,-47.81812499187999,tatuí,SP
18280,-23.275348848814744,-47.82296886126542,tatuí,SP
18285,-23.211816030173164,-47.90665249999995,cesário lange,SP
18290,-23.748554999999943,-48.57964999999996,buri,SP
18300,-23.9982754402129,-48.344313301014736,capão bonito,SP
18301,-23.985997868275533,-48.34302557304323,capão bonito,SP
18302,-23.9830044567428,-48.350319589089736,capao bonito,SP
18303,-23.976755344368563,-48.34239329789583,capão bonito,SP
18304,-23.992963155608557,-48.32670177791821,capão bonito,SP
18305,-24.007689498980497,-48.329756616068025,capão bonito,SP
18306,-24.01569324010852,-48.34881379947726,capao bonito,SP
18307,-24.0081960440197,-48.34370613620394,capão bonito,SP
18310,-24.179996129863664,-48.52812241993095,guapiara,SP
18315,-24.096994743844537,-48.36277822820528,ribeirão grande,SP
18320,-24.47346038077872,-48.75588890754042,apiaí,SP
18325,-24.469335489352947,-49.0228685064309,barra do chapéu,SP
18330,-24.558228651330435,-48.59088650734445,iporanga,SP
18360,-24.627278999999945,-48.82939099999996,itaóca,SP
18380,-24.65611272776022,-49.00529597092082,ribeira,SP
18385,-24.49287508599978,-49.165309201143806,itapirapuã paulista,SP
18400,-23.97132904794929,-48.86614377536423,itapeva,SP
18401,-23.96907072462961,-48.85992093986944,itapeva,SP
18402,-23.948838087737027,-48.791308453199946,itapeva,SP
18403,-23.980871917233912,-48.86113357059242,itapeva,SP
18404,-23.986103664913568,-48.864104773788,itapeva,SP
18405,-23.9901710063214,-48.871455931084895,itapeva,SP
18406,-23.98740748297587,-48.87918567529374,itapeva,SP
18407,-23.986892049964258,-48.88062199142067,itapeva,SP
18408,-23.98652706796646,-48.89685773567431,itapeva,SP
18409,-23.97950952453421,-48.8810384101264,itapeva,SP
18410,-23.974627068370705,-48.88002002661104,itapeva,SP
18411,-23.968306125956943,-48.88034180598753,itapeva,SP
18412,-23.966212825553526,-48.90624216266221,itapeva,SP
18420,-23.711359126626803,-48.85109053913055,guarizinho,SP
18425,-23.92085878505148,-48.66474756765095,taquarivaí,SP
18430,-22.788398019812345,-48.76097824604657,ribeirão branco,SP
18435,-24.11720525942965,-48.90055785627912,nova campina,SP
18440,-23.85627298391126,-49.12969191219161,itaberá,SP
18460,-23.94878554590213,-49.28669403059176,itararé,SP
18470,-23.82533489815328,-49.42829991553264,riversul,SP
18475,-24.318434575180955,-49.13943525230847,bom sucesso de itararé,SP
18480,-23.699606384498857,-49.46390682987771,itaporanga,SP
18490,-23.62706468899436,-49.55852303644826,barão de antonina,SP
18500,-22.92518110343831,-47.82443718557545,laranjal paulista,SP
18510,-23.037515828309584,-47.88668726136771,maristela,SP
18520,-23.14152488666498,-47.723343594700445,cerquilho,SP
18530,-23.07599911375044,-47.68209687116138,tietê,SP
18535,-23.075501523831008,-47.78033973008172,jumirim,SP
18540,-23.183989330238607,-47.46847687780866,porto feliz,SP
18550,-23.22560699999999,-47.63171666303353,boituva,SP
18560,-23.342464301626755,-47.54851954170492,iperó,SP
18570,-22.996511534089564,-47.999719735871,conchas,SP
18580,-23.042162839035747,-47.96802432766332,pereiras,SP
18590,-23.09670802480784,-48.25420371612423,bofete,SP
18600,-22.880299999999977,-48.43614970858094,botucatu,SP
18601,-22.85222861539497,-48.42471441771018,botucatu,SP
18602,-22.885595667857302,-48.43353924975778,botucatu,SP
18603,-22.875830626692192,-48.44091650949386,botucatu,SP
18604,-22.868886547090067,-48.42292748576239,botucatu,SP
18605,-22.8611097238444,-48.4274998492251,botucatu,SP
18606,-22.88337345045876,-48.43495217485143,botucatu,SP
18607,-22.883197851874943,-48.4380592634631,botucatu,SP
18608,-22.84779311748564,-48.45082333461236,botucatu,SP
18609,-22.843520297724403,-48.44189192867446,botucatu,SP
18610,-22.85129032870665,-48.43565708944236,botucatu,SP
18611,-22.86479375160133,-48.42982784145643,botucatu,SP
18615,-22.851584999999943,-48.42860668711499,botucatu,SP
18618,-22.889711199290133,-48.48826515597548,rubiao junior,SP
18619,-22.781099797391647,-48.39997769816495,botucatu,SP
18620,-22.78639456003214,-48.12619802959008,anhembi,SP
18630,-22.93627203139952,-48.16220028976465,piramboia,SP
18640,-23.0780023526703,-48.36871299877667,pardinho,SP
18650,-22.72120644520991,-48.531719957986105,são manuel,SP
18655,-22.727474640079997,-48.572010774675576,aparecida de são manuel,SP
18660,-22.806399923742934,-48.66404700917307,pratânia,SP
18670,-22.63190699999995,-48.64402249999995,areiópolis,SP
18675,-22.56833719511407,-48.9690576580666,borebi,SP
18680,-22.58583596514548,-48.7948970816506,lençóis paulista,SP
18681,-22.59315293706302,-48.77889115781105,lençóis paulista,SP
18682,-22.598654879833543,-48.78610609298231,lençóis paulista,SP
18683,-22.59284374522339,-48.78353966220438,lençóis paulista,SP
18684,-22.582461841733718,-48.81243163025464,lençóis paulista,SP
18685,-22.561545925078203,-48.80367594092172,lençóis paulista,SP
18686,-22.57927153016804,-48.78260721321404,lençóis paulista,SP
18688,-22.587056708840677,-48.78980236394514,alfredo guedes,SP
18690,-22.9981905,-48.60370627657036,itatinga,SP
18700,-23.091313002221693,-48.91691361242419,avaré,SP
18701,-23.0942742850424,-48.90055703788448,avaré,SP
18702,-23.097486768372235,-48.88967818581569,avaré,SP
18703,-23.111743274893804,-48.92144118799351,avaré,SP
18704,-23.109804953921213,-48.93196030099833,avaré,SP
18705,-23.089240634848142,-48.91955869386578,avaré,SP
18706,-23.068069918560585,-48.925506467943904,avaré,SP
18707,-23.07306058257827,-48.91746277692297,avaré,SP
18708,-23.07467109048413,-48.90571759667488,avaré,SP
18710,-23.13072718094982,-49.046703013087615,arandu,SP
18720,-23.374206218487767,-48.71884722663808,paranapanema,SP
18725,-22.62041241529782,-46.529048792255765,paranapanema,SP
18730,-23.358662999999996,-49.0201515,itaí,SP
18740,-23.491485000000004,-49.23601178860951,taquarituba,SP
18745,-23.62698747487941,-49.30667647879858,coronel macedo,SP
18760,-23.01812472953806,-49.12053649999996,cerqueira césar,SP
18770,-22.8095145,-49.1827387658105,águas de santa bárbara,SP
18775,-22.831940999999944,-49.094314999999966,iaras,SP
18780,-22.99969150017385,-49.30933148330395,manduri,SP
18790,-22.936433167807603,-49.336994825008304,óleo,SP
18800,-23.157164570625653,-49.36860778389445,piraju,SP
18830,-23.344004999999942,-49.25362678144816,tejupá,SP
18840,-23.272415008060197,-49.473279733629845,sarutaiá,SP
18860,-23.20172094969644,-49.60081275469828,timburi,SP
18870,-23.37600868739881,-49.49458966591759,fartura,SP
18890,-23.44720588518332,-49.39834950000001,taguaí,SP
18900,-22.77063,-49.39456049999998,santa cruz do rio pardo,SP
18910,-22.95583678132704,-49.53826089070136,sodrelia,SP
18915,-22.715829205576444,-49.571659661655474,caporanga,SP
18935,-22.68941148161196,-49.42590306493974,espírito santo do turvo,SP
18940,-22.546549185226,-47.91879213268387,são pedro do turvo,SP
18950,-23.047323789404185,-49.61797038960028,ipaussu,SP
18960,-23.00823527362729,-49.469613899535865,bernardino de campos,SP
18970,-23.03008816783447,-49.69870596995953,chavantes,SP
18980,-23.038004881674453,-49.70911221558713,irapé,SP
18990,-23.001891533801476,-49.77844851098875,canitar,SP
19010,-22.115843798955865,-51.38138507369047,presidente prudente,SP
19013,-22.12855042422972,-51.38624389175348,presidente prudente,SP
19014,-22.12714856663717,-51.39358156832889,presidente prudente,SP
19015,-22.107075600024213,-51.3843663728525,presidente prudente,SP
19020,-22.104625470704512,-51.379649999999984,presidente prudente,SP
19023,-22.1039648609771,-51.38097272237719,presidente prudente,SP
19024,-22.09773955993525,-51.38954846945159,presidente prudente,SP
19025,-22.091392968186355,-51.39934496335843,presidente prudente,SP
19026,-22.07816011805831,-51.37067982716415,presidente prudente,SP
19027,-22.1070968360834,-51.41827676977915,presidente prudente,SP
19028,-22.082159487003025,-51.42735021698184,presidente prudente,SP
19029,-22.07708974256958,-51.41548624933166,presidente prudente,SP
19030,-22.10598467633996,-51.37302936267301,presidente prudente,SP
19031,-22.12598611049337,-51.375969706759406,presidente prudente,SP
19033,-22.08797289710221,-51.38396137125311,presidente prudente,SP
19034,-22.079601576572237,-51.36905809855524,presidente prudente,SP
19035,-22.123687514144777,-51.369616064307294,presidente prudente,SP
19036,-22.11297470706345,-51.39388535125711,presidente prudente,SP
19040,-22.127180544460632,-51.379498330634135,presidente prudente,SP
19041,-22.13373849834559,-51.37565052552848,presidente prudente,SP
19042,-22.13277981964018,-51.36533524254624,presidente prudente,SP
19043,-22.145261371323496,-51.37499456760583,presidente prudente,SP
19045,-22.126410938921996,-51.37189123309781,presidente prudente,SP
19046,-22.139043102277217,-51.38398575285118,presidente prudente,SP
19050,-22.12558980155369,-51.38552483419649,presidente prudente,SP
19051,-22.14171133028447,-51.457564090461,presidente prudente,SP
19053,-22.11610857361678,-51.38490352504951,presidente prudente,SP
19057,-22.11601676220239,-51.43930780266795,presidente prudente,SP
19060,-22.11650800249829,-51.40523577661274,presidente prudente,SP
19061,-22.1241915,-51.37366049999999,presidente prudente,SP
19062,-22.131100403377065,-51.4236073864184,presidente prudente,SP
19063,-22.106695511879064,-51.38902439965605,presidente prudente,SP
19064,-22.14119340196808,-51.447556718350434,presidente prudente,SP
19065,-22.1013367933206,-51.42655295733055,presidente prudente,SP
19066,-22.10594640723436,-51.425274025149,presidente prudente,SP
19067,-22.11501314000504,-51.39449077598443,presidente prudente,SP
19068,-22.100014671815213,-51.38613494095847,presidente prudente,SP
19070,-22.135561326696443,-51.41798120471264,presidente prudente,SP
19085,-22.10819603930394,-51.43638579910811,presidente prudente,SP
19097,-22.073361792008694,-51.35673733889026,presidente prudente,SP
19100,-22.085862249944647,-51.396326255476815,presidente prudente,SP
19110,-22.046284196001874,-51.342069204823744,presidente prudente,SP
19120,-21.96092169014267,-46.61258454968545,presidente prudente,SP
19130,-21.914953514790696,-51.30101150433049,eneida,SP
19140,-21.80310402568649,-51.30043489389272,presidente prudente,SP
19160,-22.06368840232261,-51.413227600997935,álvares machado,SP
19180,-21.95205280734581,-51.41224865555526,alfredo marcondes,SP
19190,-21.847009700841888,-51.391289949256894,santo expedito,SP
19200,-22.267158610236475,-51.48324085626125,pirapozinho,SP
19210,-22.301738602544585,-51.54080246065907,tarabai,SP
19220,-22.40275446236485,-51.52121008430755,narandiba,SP
19230,-22.48492915756749,-51.65967124218036,estrela do norte,SP
19250,-22.452853406458505,-51.75962113594966,sandovalina,SP
19260,-22.212454299857693,-51.83346973621739,mirante do paranapanema,SP
19265,-22.216183620851574,-51.8340469809447,costa machado,SP
19270,-22.28435101061735,-52.10245446579701,cuiabá paulista,SP
19273,-22.526743007592017,-52.94962707664039,rosana,SP
19274,-5.067631972103643,-36.66279217358099,rosana,SP
19275,-22.550164107509733,-44.964055399416814,euclides da cunha paulista,SP
19280,-22.31444958415616,-52.15794185592876,teodoro sampaio,SP
19295,-22.54065715805103,-52.18066124104769,teodoro sampaio,SP
19300,-21.99635656927753,-51.545697563117,presidente bernardes,SP
19330,-22.21936531652652,-51.640714702561,nova patria,SP
19350,-21.826840212599603,-51.480573209379216,emilianópolis,SP
19360,-21.96786316762613,-51.63527064169291,santo anastácio,SP
19380,-21.792278999999944,-51.59239099999997,ribeirão dos índios,SP
19400,-21.782045999999944,-51.82758081293567,presidente venceslau,SP
19410,-21.775169835401893,-51.67182728743497,piquerobi,SP
19430,-22.10406759235532,-51.96172972111278,maraba paulista,SP
19450,-21.829267614934,-51.98688883763318,caiuá,SP
19470,-21.575025,-51.980539500000006,presidente epitácio,SP
19490,-22.863360463031587,-47.05542146591886,campinal,SP
19500,-21.99499640915018,-51.02752177711826,martinópolis,SP
19505,-22.001936904820084,-51.13570097920557,tecainda,SP
19530,-22.01407647435624,-51.23310305758942,caiabu,SP
19540,-21.775634410675096,-48.81837012854008,iubatinga,SP
19560,-22.171176696326143,-51.247804661289855,indiana,SP
19570,-22.19300347639852,-51.20984938659833,regente feijó,SP
19575,-22.194200958899955,-51.35552713518452,espigao,SP
19580,-22.29231629619515,-51.38243164230001,anhumas,SP
19590,-22.38364501051209,-51.28401361926555,taciba,SP
19600,-22.218459334012547,-50.874548823792125,rancharia,SP
19610,-22.234503830129988,-46.97652309353896,agisse,SP
19620,-22.22203073967288,-50.89551977118203,gardenia,SP
19640,-22.655157250260057,-51.0660481533721,iepê,SP
19645,-22.616954999999997,-51.23590241658348,nantes,SP
19680,-22.242318385074704,-50.76490360403799,joão ramalho,SP
19700,-22.40439412567115,-50.56419600000001,paraguaçu paulista,SP
19750,-22.337185978204477,-50.3892560182629,lutécia,SP
19770,-22.305296999999943,-50.24925799999996,oscar bressane,SP
19780,-22.236662312619167,-50.68580332078104,quatá,SP
19800,-22.6519466290347,-50.39305142922272,assis,SP
